모델명,제조/수입사,차종,유형,자동차형식,연료종류,배기량,변속형식,복합모드_CO2,복합_연비,등급
"QM6 2.0 LPLi SULEV30 (18"" Tire)",르노코리아자동차(주),승용차,다목적형,내연기관,LPG,1998,무단변속,147,8.9,5등급
Q8 50 TDI quattro,아우디,승용차,다목적형,하이브리드,경유,2967,자동8,193,10.1,4등급
이티밴,Brilliance Shineray,화물차,밴형,전기(MCT),전기,0,없음,0,4.4,고속
Expedition 3.5L,포드,승용차,다목적형,내연기관,휘발유,3496,자동10,237,7.2,5등급
Lincoln Navigator 3.5L,포드,승용차,다목적형,내연기관,휘발유,3496,자동10,238,7.2,5등급
Expedition 3.5L (8인승),포드,승용차,다목적형,내연기관,휘발유,3496,자동10,237,7.2,5등급
Lincoln Navigator 3.5L (8인승),포드,승용차,다목적형,내연기관,휘발유,3496,자동10,238,7.2,5등급
MASADA 픽업,DFSK,화물차,일반형,전기(MCT),전기,0,없음,0,3.5,고속
GV70 Electrified 무선충전,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.2,고속
렉서스 UX300e,토요타,승용차,다목적형,전기(MCT),전기,0,없음,0,4.7,고속
렉서스 NX350h,토요타,승용차,다목적형,하이브리드,휘발유,2487,무단변속,114,14,2등급
포텐스,(주)진우에스엠씨,화물차,일반형,전기,전기,0,없음,0,4.5,고속
다니고C,(주)대창모터스,화물차,일반형,전기(MCT),전기,0,없음,0,3.1,고속
Mercedes-Benz EQS450 4MATIC,벤츠,승용차,일반형,전기(MCT),전기,0,없음,0,3.5,고속
CHEVROLET TRAVERSE AWD,GM,승용차,다목적형,내연기관,휘발유,3564,자동9,211,8.3,5등급
트레일블레이저 1.35 TURBO AWD,한국지엠,승용차,다목적형,내연기관,휘발유,1341,자동9,146,11.6,3등급
Q4 e-tron 40,아우디,승용차,다목적형,전기(MCT),전기,0,없음,0,4.3,고속
Q4 Sportback e-tron 40,아우디,승용차,다목적형,전기(MCT),전기,0,없음,0,4.1,고속
타이칸 GTS (5인승),포르쉐,승용차,일반형,전기(MCT),전기,0,없음,0,3.2,고속
타이칸 GTS,포르쉐,승용차,일반형,전기(MCT),전기,0,없음,0,3.2,고속
Mercedes-Benz E220 d 4MATIC,벤츠,승용차,일반형,하이브리드,경유,1993,자동9,139,13.7,3등급
볼보 S90T8 AWD,볼보,승용차,일반형,PHEV,전기+휘발유,1969,자동8,42,3 / 11.9,PHEV
볼보 C40 Recharge Twin,볼보,승용차,다목적형,전기(MCT),전기,0,없음,0,4.1,고속
니로 플러스 EV 항속형 2WD 17인치,기아,승용차,기타형,전기(MCT),전기,0,없음,0,5.3,고속
DS4 Crossback 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,115,16.2,1등급
토요타 GR86,토요타,승용차,일반형,내연기관,휘발유,2387,수동6,174,9.5,4등급
파나메라 터보 S E-하이브리드,포르쉐,승용차,일반형,PHEV,전기+휘발유,3996,자동8,61,2 / 7.5,PHEV
파나메라 터보 S E-하이브리드 (5인승),포르쉐,승용차,일반형,PHEV,전기+휘발유,3996,자동8,61,2 / 7.5,PHEV
Explorer 3.3 FHEV,포드,승용차,다목적형,하이브리드,휘발유,3339,자동10,160,10.4,4등급
Mercedes-Benz EQB300 4MATIC (5 Seater),벤츠,승용차,다목적형,전기(MCT),전기,0,없음,0,4.1,고속
Mercedes-Benz EQB300 4MATIC,벤츠,승용차,다목적형,전기(MCT),전기,0,없음,0,4.1,고속
718 카이맨 GT4,포르쉐,승용차,일반형,내연기관,휘발유,3995,자동7,231,7.6,5등급
BMW M850i xDrive Gran Coupe,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,224,7.7,5등급
BMW M850i xDrive Coupe,BMW,승용차,일반형,내연기관,휘발유,4395,자동8,226,7.6,5등급
Tiguan Allspace,폭스바겐,승용차,다목적형,내연기관,휘발유,1984,자동8,167,10.1,4등급
BMW 218d Active Tourer,BMW,승용차,일반형,내연기관,경유,1995,자동7,119,15.8,2등급
Master VAN Ph2 L2H2,르노코리아자동차(주),화물차,밴형,내연기관,경유,2299,수동6,183,10.5,4등급
Master VAN Ph2 L1H1 ,르노코리아자동차(주),화물차,밴형,내연기관,경유,2299,수동6,175,11,4등급
BMW iX M60,BMW,승용차,다목적형,전기(MCT),전기,0,없음,0,3.4,고속
볼보 XC40 Recharge Twin,볼보,승용차,다목적형,전기(MCT),전기,0,없음,0,3.9,고속
티볼리 가솔린 1.6 AT 2WD 기준4 16인치 타이어,쌍용,승용차,기타형,내연기관,휘발유,1597,자동6,143,11.6,3등급
티볼리 가솔린 1.6 AT 2WD 기준4 18인치 타이어,쌍용,승용차,기타형,내연기관,휘발유,1597,자동6,146,11.4,4등급
볼보 XC60T8 AWD,볼보,승용차,다목적형,PHEV,전기+휘발유,1969,자동8,33,3.3 / 11.4,PHEV
볼보 XC90T8 AWD,볼보,승용차,다목적형,PHEV,전기+휘발유,1969,자동8,42,03월 11일,PHEV
니로 EV 17인치,기아,승용차,기타형,전기(MCT),전기,0,없음,0,5.3,고속
Mercedes-Benz EQS350,벤츠,승용차,일반형,전기(MCT),전기,0,없음,0,4,고속
짚 레니게이드 1.3 AWD,크라이슬러,승용차,다목적형,내연기관,휘발유,1332,자동9,179,9.3,5등급
Mustang GT 5.0 Coupe,포드,승용차,일반형,내연기관,휘발유,5035,자동10,227,7.5,5등급
Mustang GT 5.0 Convertible,포드,승용차,일반형,내연기관,휘발유,5035,자동10,227,7.5,5등급
토요타 RAV4 Hybrid AWD,토요타,승용차,다목적형,하이브리드,휘발유,2487,무단변속,104,15.2,2등급
토요타 RAV4 Hybrid 2WD,토요타,승용차,다목적형,하이브리드,휘발유,2487,무단변속,102,15.5,2등급
Mustang GT 5.0 Convertible,포드,승용차,일반형,내연기관,휘발유,5035,자동10,227,7.5,5등급
Q2 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,111,16.7,1등급
아이오닉5 항속형 4WD 19인치 (77.4kWh),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.7,고속
아이오닉5 항속형 4WD 20인치 (77.4kWh),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.4,고속
짚 레니게이드 1.3 FWD,크라이슬러,승용차,다목적형,내연기관,휘발유,1332,자동9,160,10.4,4등급
짚 그랜드 체로키,크라이슬러,승용차,다목적형,내연기관,휘발유,3604,자동8,228,7.4,5등급
아이오닉5 항속형 RWD 19인치 (77.4kWh),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,5.2,고속
아이오닉5 항속형 RWD 19인치 빌트인캠 (77.4kWh),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,5.1,고속
아이오닉5 항속형 RWD 20인치 (77.4kWh),현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.8,고속
Model 3 RWD,테슬라코리아 유한회사,승용차,일반형,전기(MCT),전기,0,없음,0,5.7,고속
렉스턴스포츠칸 2.2디젤 4WD 6MT SCR Step2(17인치XL),쌍용,화물차,화물,내연기관,경유,2157,수동6,180,10.8,4등급
렉스턴스포츠칸 2.2 디젤 4WD 6MT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,수동6,175,11.1,4등급
렉스턴스포츠칸 2.2 디젤 2WD 6AT SCR Step2(20인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,190,10.3,4등급
렉스턴스포츠칸 2.2 디젤 2WD 6AT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,186,10.5,4등급
렉스턴스포츠칸 2.2디젤 4WD 6AT SCR Step2(17인치XL),쌍용,화물차,화물,내연기관,경유,2157,자동6,191,10.2,4등급
렉스턴스포츠칸 2.2 디젤 4WD 6AT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,185,10.5,4등급
렉스턴스포츠 2.2 디젤 2WD 6MT SCR Step2(20인치),쌍용,화물차,화물,내연기관,경유,2157,수동6,171,11.3,4등급
렉스턴스포츠 2.2 디젤 2WD 6MT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,수동6,167,11.6,3등급
렉스턴스포츠 2.2 디젤 4WD 6MT SCR Step2(20인치),쌍용,화물차,화물,내연기관,경유,2157,수동6,178,10.9,4등급
렉스턴스포츠 2.2 디젤 4WD 6MT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,수동6,175,11.1,4등급
렉스턴스포츠 2.2 디젤 2WD 6AT SCR Step2(20인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,188,10.4,4등급
렉스턴스포츠 2.2 디젤 2WD 6AT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,184,10.6,4등급
렉스턴스포츠 2.2 디젤 4WD 6AT SCR Step2(20인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,187,10.4,4등급
렉스턴스포츠 2.2 디젤 4WD 6AT SCR Step2(17인치),쌍용,화물차,화물,내연기관,경유,2157,자동6,184,10.6,4등급
아반떼 1.6 T-GDI 6MT 18인치 타이어(22MY),현대,승용차,일반형,내연기관,휘발유,1598,수동6,136,12.3,3등급
아반떼 1.6 T-GDI 7DCT 18인치 타이어(22MY),현대,승용차,일반형,내연기관,휘발유,1598,자동7,130,12.8,3등급
아반떼 1.6 가솔린 16인치 타이어(22MY),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,110,14.9,2등급
아반떼 1.6 가솔린 15인치 타이어(22MY),현대,승용차,일반형,내연기관,휘발유,1598,무단변속,106,15.4,2등급
Explorer 2.3L,포드,승용차,다목적형,내연기관,휘발유,2261,자동10,189,8.9,5등급
아반떼 1.6 LPI 15인치 타이어(22MY),현대,승용차,일반형,내연기관,LPG,1591,자동6,122,10.6,4등급
아반떼 1.6GDI 하이브리드 (17“타이어)(22MY),현대,승용차,일반형,하이브리드,휘발유,1580,자동6,81,19.5,1등급
아반떼 1.6GDI 하이브리드 (16“타이어)(22MY),현대,승용차,일반형,하이브리드,휘발유,1580,자동6,74,21.1,1등급
비바,Liaoning Lingyuan Linghe,화물차,밴형,전기(MCT),전기,0,없음,0,4.6,고속
브라보,Liaoning Lingyuan Linghe,화물차,일반형,전기(MCT),전기,0,없음,0,4.1,고속
레이 1.0 가솔린 1인승 밴형 14인치 타이어,기아,승용차,승용겸화물형,내연기관,휘발유,998,자동4,127,13,경형
G90 e-S/C 3.5T-GDI(LONG WHEEL BASE) AWD 5인 20인치,현대,승용차,일반형,하이브리드,휘발유,3470,자동8,209,8.2,5등급
G90 e-S/C 3.5T-GDI(LONG WHEEL BASE) AWD 4인 20인치,현대,승용차,일반형,하이브리드,휘발유,3470,자동8,209,8.2,5등급
Peugeot 2008 1.5 BlueHDi,PSA Automobiles,승용차,다목적형,내연기관,경유,1499,자동8,109,17.1,1등급
Peugeot 3008 1.2 Puretech,PSA Automobiles,승용차,다목적형,내연기관,휘발유,1199,자동8,134,12.2,3등급
Peugeot 5008 1.2 Puretech,PSA Automobiles,승용차,다목적형,내연기관,휘발유,1199,자동8,135,12.1,3등급
더 뉴 레인지로버 P530 SWB (5인승),랜드로버,승용차,다목적형,내연기관,휘발유,4395,자동8,261,6.8,5등급
더 뉴 레인지로버 P530 LWB (7인승),랜드로버,승용차,다목적형,내연기관,휘발유,4395,자동8,261,6.8,5등급
더 뉴 레인지로버 P530 LWB (5인승),랜드로버,승용차,다목적형,내연기관,휘발유,4395,자동8,261,6.8,5등급
봉고 1톤 일반덤프 4X4장축 킹캡(MT)(22),기아,화물차,덤프형,내연기관,경유,2497,수동6,225,8.7,5등급
Peugeot New 308 1.5 BlueHDi,PSA Automobiles,승용차,일반형,내연기관,경유,1499,자동8,108,17.2,1등급
DS7 CROSSBACK 1.2 PureTech,PSA Automobiles,승용차,다목적형,내연기관,휘발유,1199,자동8,137,11.8,3등급
Jetta,폭스바겐,승용차,일반형,내연기관,휘발유,1498,자동8,119,14.1,2등급
마칸 GTS,포르쉐,승용차,다목적형,내연기관,휘발유,2894,자동7,228,7.6,5등급
마칸 S,포르쉐,승용차,다목적형,내연기관,휘발유,2894,자동7,224,7.8,5등급
마칸,포르쉐,승용차,다목적형,내연기관,휘발유,1984,자동7,208,8.4,5등급
MINI John Cooper Works Clubman ALL4(MY23~),MINI,승용차,일반형,내연기관,휘발유,1998,자동8,175,9.7,4등급
포터2.5디젤 덤프4X4장축 슈퍼캡(MT)(22),현대,화물차,덤프형,내연기관,경유,2497,수동6,222,8.8,5등급
Mercedes-Maybach S680 4MATIC,벤츠,승용차,일반형,내연기관,휘발유,5980,자동9,297,5.9,5등급
Mercedes-Maybach S680 4MATIC (4 Seater),벤츠,승용차,일반형,내연기관,휘발유,5980,자동9,297,5.9,5등급
코란도 e-motion 2WD Non Heat Pump,쌍용,승용차,기타형,전기(MCT),전기,0,없음,0,4.9,고속
봉고 1톤 3방덤프 4X4장축 킹캡(MT)(22),기아,화물차,덤프형,내연기관,경유,2497,수동6,225,8.7,5등급
Mercedes-Benz EQA250,벤츠,승용차,다목적형,전기(MCT),전기,0,없음,0,4,고속
GV70 Electrified 19인치,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.6,고속
GV70 Electrified 20인치,현대,승용차,다목적형,전기(MCT),전기,0,없음,0,4.3,고속
Arteon 2.0TDI 4Motion,폭스바겐,승용차,일반형,내연기관,경유,1968,자동7,137,13.8,2등급
Bronco 2.7,포드,승용차,다목적형,내연기관,휘발유,2694,자동10,205,8.2,5등급
젤라,"Dongfeng Automobile Co.,Ltd",화물차,일반형,전기(MCT),전기,0,없음,0,2.6,고속
더 뉴 레인지로버 D350 SWB (5인승),랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,193,10.1,4등급
더 뉴 레인지로버 D350 LWB (5인승),랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,193,10.1,4등급
MASADA 2밴,DFSK,화물차,밴형,전기(MCT),전기,0,없음,0,3.8,고속
MASADA 4밴,DFSK,화물차,밴형,전기(MCT),전기,0,없음,0,3.8,고속
더 뉴 레인지로버 D350 LWB (7인승),랜드로버,승용차,다목적형,하이브리드,경유,2997,자동8,193,10.1,4등급
더 뉴 레인지로버 P530 LWB (7인승),랜드로버,승용차,다목적형,내연기관,휘발유,4395,자동8,261,6.8,5등급
A8 L 55 TFSI quattro,아우디,승용차,일반형,하이브리드,휘발유,2995,자동8,209,8.3,5등급
봉고 전기차 (22),기아,화물차,일반형,전기(MCT),전기,0,없음,0,3.1,고속
911 카레라 GTS (2인승),포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.1,5등급
911 카레라 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.1,5등급
911 카레라 GTS (2인승),포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.1,5등급
911 카레라 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.1,5등급
911 카레라 GTS 카브리올레,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.1,5등급
911 카레라 4 GTS (2인승),포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.9,5등급
911 카레라 4 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.9,5등급
911 카레라 4 GTS 카브리올레,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.9,5등급
911 타르가 4 GTS,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,222,7.9,5등급
911 카레라 GTS 카브리올레,포르쉐,승용차,일반형,내연기관,휘발유,2981,자동8,216,8.1,5등급
캐딜락 Escalade ESV(7인승),GM,승용차,다목적형,내연기관,휘발유,6162,자동10,269,6.5,5등급
캐딜락 Escalade(7인승),GM,승용차,다목적형,내연기관,휘발유,6162,자동10,250,7,5등급
캐딜락 Escalade(8인승),GM,승용차,다목적형,내연기관,휘발유,6162,자동10,250,7,5등급
캐딜락 Escalade ESV(8인승),GM,승용차,다목적형,내연기관,휘발유,6162,자동10,269,6.5,5등급
Q3 Sportback 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,128,14.8,2등급
Q3 35 TDI,아우디,승용차,다목적형,내연기관,경유,1968,자동7,128,14.8,2등급
S3 TFSI,아우디,승용차,일반형,내연기관,휘발유,1984,자동7,163,10.4,4등급
A3 40 TFSI,아우디,승용차,일반형,하이브리드,휘발유,1984,자동7,131,13,3등급
"렉스턴 2.2 8AT 2WD SCR Step2 7인승				",쌍용,승용차,다목적형,내연기관,경유,2157,자동8,179,10.9,4등급
"렉스턴 2.2 8AT 4WD SCR Step2 7인승			",쌍용,승용차,다목적형,내연기관,경유,2157,자동8,184,10.6,4등급
"렉스턴 2.2 8AT 2WD SCR Step2 5인승				",쌍용,승용차,다목적형,내연기관,경유,2157,자동8,179,10.9,4등급
"렉스턴 2.2 8AT 4WD SCR Step2 5인승			",쌍용,승용차,다목적형,내연기관,경유,2157,자동8,184,10.6,4등급
CHEVROLET TAHOE AWD,GM,승용차,다목적형,내연기관,휘발유,6162,자동10,274,6.4,5등급
DS7 CROSSBACK 1.2 PureTech,PSA Automobiles,승용차,다목적형,내연기관,휘발유,1199,자동8,137,11.8,3등급
페라리 296 GTB,페라리,승용차,일반형,PHEV,전기+휘발유,2992,자동8,131,2.8 / 7.8,PHEV
포터 일렉트릭 22MY,현대,화물차,일반형,전기(MCT),전기,0,없음,0,3.1,고속
쏘렌토 2.2디젤 2WD 7인 20인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.7,3등급
쏘렌토 2.2디젤 4WD 7인 20인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,150,12.8,3등급
쏘렌토 2.2디젤 4WD 5인 18인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,140,13.6,3등급
쏘렌토 2.2디젤 2WD 7인 18인치타이어 (빌트인캠)(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,135,14,2등급
쏘렌토 2.2디젤 4WD 7인 18인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,145,13.1,3등급
쏘렌토 2.2디젤 2WD 7인 18인치 타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.1,2등급
쏘렌토 2.2디젤 4WD 5인 20인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,150,12.8,3등급
쏘렌토 2.2디젤 4WD 6인 20인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,150,12.8,3등급
쏘렌토 2.2디젤 2WD 5인 20인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.7,3등급
쏘렌토 2.2디젤 2WD 6인 20인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,139,13.7,3등급
쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠)(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,135,14,2등급
쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠)(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,135,14,2등급
쏘렌토 2.2디젤 2WD 5인 18인치 타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.1,2등급
쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠)(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,145,13.1,3등급
쏘렌토 2.2디젤 4WD 6인 18인치타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,145,13.1,3등급
쏘렌토 2.2디젤 2WD 6인 18인치 타이어(22),기아,승용차,다목적형,내연기관,경유,2151,자동8,134,14.1,2등급
싼타페 2.2디젤 AWD 7인 20인치(22),현대,승용차,다목적형,내연기관,경유,2151,자동8,150,12.8,3등급
싼타페 2.2디젤 AWD 7인 18인치(22),현대,승용차,다목적형,내연기관,경유,2151,자동8,146,13.1,3등급
싼타페 2.2디젤 AWD 5인 18인치(22),현대,승용차,다목적형,내연기관,경유,2151,자동8,140,13.6,3등급
