모델명,제조(수입사),차종,유형,복합_연비,1회충전주행거리,도심_연비,고속도로_연비,등급
볼보 XC60B6 AWD,㈜볼보자동차코리아,승용차,다목적형,9.4,,8.4,11,4등급
볼보 XC60B5 AWD,㈜볼보자동차코리아,승용차,다목적형,10.1,,9.1,11.5,4등급
볼보 V60CCB5 AWD,㈜볼보자동차코리아,승용차,다목적형,10.4,,9.2,12.3,4등급
BMW X5 xDrive40d,BMW코리아㈜,승용차,다목적형,11.2,,10,13,4등급
BMW X1 xDrive20i,BMW코리아㈜,승용차,다목적형,10.7,,9.4,12.7,4등급
BMW X1 M35i xDrive,BMW코리아㈜,승용차,다목적형,10.2,,8.9,12.2,4등급
Mercedes-AMG EQE 53 4MATIC +,메르세데스-벤츠코리아(주),승용차,일반형,3.6,390,3.6,3.6,4등급
볼보 XC40B4 AWD,㈜볼보자동차코리아,승용차,다목적형,10.6,,9.5,12.3,4등급
볼보 V90CCB5 AWD,㈜볼보자동차코리아,승용차,다목적형,11,,9.8,13,4등급
BMW X5 xDrive40d,BMW코리아㈜,승용차,다목적형,11.2,,10,13,4등급
Mercedes-AMG EQE 53 4MATIC +(Race Start +),메르세데스-벤츠코리아(주),승용차,일반형,3.6,390,3.6,3.6,4등급
Mercedes-AMG EQE 53 4MATIC + SUV ,메르세데스-벤츠코리아(주),승용차,다목적형,3.5,376,3.6,3.5,4등급
K5 PE 2.0LPI 16인치(빌트인캠),기아 주식회사,승용차,일반형,9.7,,8.5,11.7,4등급
K5 PE 2.0LPI 18인치(빌트인캠),기아 주식회사,승용차,일반형,9.5,,8.2,11.5,4등급
K5 PE 2.0LPI 17인치(빌트인캠),기아 주식회사,승용차,일반형,9.8,,8.5,11.8,4등급
Mustang 2.3L Coupe,포드세일즈서비스코리아(유),승용차,일반형,9.6,,8.4,11.5,4등급
볼보 S90B6 AWD,㈜볼보자동차코리아,승용차,일반형,10.2,,8.7,13,4등급
Mercedes-Benz GLS 450 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.4,,9.6,11.5,4등급
Mercedes-Benz GLS 450 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.4,,9.6,11.5,4등급
Mercedes-Benz GLA 250 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.8,,9.7,12.6,4등급
"Mercedes-Benz GLC 300 4MATIC Coupe	",메르세데스-벤츠코리아(주),승용차,다목적형,10.7,,9.6,12.4,4등급
Mustang 2.3L Convertible,포드세일즈서비스코리아(유),승용차,일반형,9.6,,8.4,11.5,4등급
Mercedes-AMG A 35 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,10.6,,9.4,12.7,4등급
BMW 220i Active Tourer,BMW코리아㈜,승용차,일반형,11.1,,9.6,13.8,4등급
BMW X1 xDrive20i,BMW코리아㈜,승용차,일반형,10.6,,9.4,12.8,4등급
"투싼 개조 1.6T-GDI 7DCT AWD 18""",현대자동차㈜,승용차,다목적형,11.3,,10.2,12.9,4등급
"투싼 개조 1.6T-GDI 7DCT AWD 19""",현대자동차㈜,승용차,다목적형,11.2,,10.1,12.7,4등급
Mercedes-AMG GLB 35 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,9.5,,8.5,11,4등급
BMW X1 sDrive20i,BMW코리아㈜,승용차,일반형,11.4,,10.1,13.6,4등급
Mercedes-Benz GLB 250 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.5,,9.5,12.2,4등급
캐딜락 Lyriq,지엠아시아퍼시픽지역본부 주식회사,승용차,다목적형,3.9,465,4.1,3.7,4등급
Mercedes-Benz S 500 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,9.4,,8.3,11.4,4등급
Mercedes-Benz S 450 4MATIC ,메르세데스-벤츠코리아(주),승용차,일반형,9.7,,8.5,11.9,4등급
Mercedes-Benz E 450 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,10.5,,8.9,13.4,4등급
Mercedes-Benz GLB 250 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.5,,9.5,12.2,4등급
BMW X2 xDrive20i,BMW코리아㈜,승용차,다목적형,10.8,,9.4,13.1,4등급
Q7 45 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,10.7,,9.5,12.6,4등급
Q7 50 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,10.5,,9.4,12.4,4등급
Q8 45 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,10.3,,9.4,11.9,4등급
Q8 50 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,10.1,,9.1,11.7,4등급
Mercedes-Benz CLE 450 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,일반형,10.9,,9.3,13.6,4등급
"G80(PE) 2.5T-GDI RWD 20""(올시즌)",현대자동차㈜,승용차,일반형,10,,8.6,12.5,4등급
"G80(PE) 2.5T-GDI RWD 20""(썸머)",현대자동차㈜,승용차,일반형,9.9,,8.4,12.5,4등급
"G80(PE) 2.5T-GDI RWD 19""",현대자동차㈜,승용차,일반형,10.3,,8.8,13.2,4등급
"G80(PE) 2.5T-GDI RWD 18"" (nC)",현대자동차㈜,승용차,일반형,10.6,,9,13.5,4등급
"G80(PE) 2.5T-GDI RWD 18"" (C)",현대자동차㈜,승용차,일반형,10.5,,9,13.4,4등급
"G80(PE) 2.5T-GDI AWD 20""(올시즌)",현대자동차㈜,승용차,일반형,9.5,,8.1,12,4등급
"G80(PE) 2.5T-GDI AWD 20""(썸머)",현대자동차㈜,승용차,일반형,9.4,,8,12,4등급
"G80(PE) 2.5T-GDI AWD 19""",현대자동차㈜,승용차,일반형,9.6,,8.3,12,4등급
"G80(PE) 2.5T-GDI AWD 18"" (nC)",현대자동차㈜,승용차,일반형,9.9,,8.5,12.5,4등급
"G80(PE) 2.5T-GDI AWD 18"" (C)",현대자동차㈜,승용차,일반형,9.7,,8.3,12,4등급
Q7 45 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,10.7,,9.5,12.6,4등급
썬라이즈-T01,피닉스코리아(주),화물차,밴형,3.7,207,4.1,3.3,4등급
BMW M440i xDrive Convertible,BMW코리아㈜,승용차,일반형,11,,9.8,13.1,4등급
BMW M440i xDrive Coupe,BMW코리아㈜,승용차,일반형,11.4,,10.2,13.3,4등급
타이칸 터보 S (5인승),포르쉐코리아 주식회사,승용차,일반형,3.7,425,3.7,3.6,4등급
"Mercedes-Benz CLE 450 4MATIC Cabriolet	",메르세데스-벤츠코리아(주),승용차,일반형,10.7,,9.2,13.3,4등급
토레스 밴 가솔린 1.5 AT 4WD 저공해3종,케이지모빌리티 주식회사,화물차,밴형,10.2,,9.3,11.4,4등급
쏘나타(DN8c) 2.0 LPI 택시 17”,현대자동차㈜,승용차,일반형,9.5,,8.3,11.7,4등급
토레스 밴 가솔린 1.5 AT 2WD 저공해3종,케이지모빌리티 주식회사,화물차,밴형,11.1,,10.2,12.3,4등급
MINI Countryman S ALL4,BMW코리아㈜,승용차,일반형,10.8,,9.6,12.9,4등급
Mercedes-AMG A 35 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,10.4,,9.3,12.3,4등급
타이칸 터보 S,포르쉐코리아 주식회사,승용차,일반형,3.7,425,3.7,3.6,4등급
Mercedes-Benz EQB 300 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,4.1,302,4.3,3.9,4등급
"GV70 FL 2.5T-GDI AWD 18""",현대자동차㈜,승용차,다목적형,9.7,,8.4,11.8,4등급
"GV70 FL 2.5T-GDI RWD 21"" 스포츠패키지",현대자동차㈜,승용차,다목적형,9.7,,8.5,11.6,4등급
"GV70 FL 2.5T-GDI RWD 19"" 스포츠패키지",현대자동차㈜,승용차,다목적형,9.8,,8.5,11.8,4등급
BMW X2 M35i xDrive,BMW코리아㈜,승용차,다목적형,10.1,,8.9,12.1,4등급
Mercedes-Benz EQB 300 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,4.1,302,4.3,3.9,4등급
"GV70 FL 2.5T-GDI RWD 18""(C)",현대자동차㈜,승용차,다목적형,10.1,,8.7,12.4,4등급
"GV70 FL 2.5T-GDI RWD 18""(nC)",현대자동차㈜,승용차,다목적형,10.2,,8.9,12.5,4등급
"GV70 FL 2.5T-GDI AWD 19"" 스포츠패키지",현대자동차㈜,승용차,다목적형,9.4,,8.2,11.4,4등급
"GV70 FL 2.5T-GDI RWD 21""",현대자동차㈜,승용차,다목적형,9.7,,8.5,11.6,4등급
"GV70 FL 2.5T-GDI RWD 19""",현대자동차㈜,승용차,다목적형,9.8,,8.5,11.8,4등급
Mercedes-Benz GLA 250 4MATIC ,메르세데스-벤츠코리아(주),승용차,다목적형,10.9,,9.8,12.5,4등급
"타이칸 4S (High, 5인승)",포르쉐코리아 주식회사,승용차,일반형,4.1,477,4.1,4.1,4등급
타이칸 4S (High),포르쉐코리아 주식회사,승용차,일반형,4.1,477,4.1,4.1,4등급
Q7 50 TDI quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,10.5,,9.4,12.4,4등급
"GV70 FL 2.5T-GDI AWD 19""",현대자동차㈜,승용차,다목적형,9.4,,8.2,11.4,4등급
E-CV1,(주)센트로에이케이,화물차,밴형,3.8,184,4.2,3.3,4등급
SW40,파츠몰에이투지,화물차,밴형,3.5,218,4.2,2.9,4등급
Mercedes-Benz EQS 580 4MATIC SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.6,480,3.6,3.5,4등급
Mercedes-Benz EQS 450 4MATIC SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.7,498,3.8,3.6,4등급
Mercedes-Benz EQE 350 4MATIC SUV,메르세데스-벤츠코리아(주),승용차,다목적형,4.1,445,4.3,3.9,4등급
Mercedes-Benz EQE 500 4MATIC SUV,메르세데스-벤츠코리아(주),승용차,다목적형,4.1,449,4.2,3.9,4등급
MINI John Cooper Works Countryman ALL4,BMW코리아㈜,승용차,일반형,10.3,,9.1,12.3,4등급
A6 45 TFSI,폭스바겐그룹코리아 주식회사,승용차,일반형,11.2,,10,13.2,4등급
A6 45 TFSI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,11,,9.7,13.1,4등급
Mercedes-Maybach EQS 680 SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.5,471,3.5,3.5,4등급
Mercedes-Maybach EQS 680 SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.5,471,3.5,3.5,4등급
Mercedes-Benz EQS 580 4MATIC SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.6,480,3.6,3.5,4등급
Mercedes-Benz EQS 450 4MATIC SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.7,498,3.8,3.6,4등급
Mercedes-AMG EQE 53 4MATIC + SUV,메르세데스-벤츠코리아(주),승용차,다목적형,3.4,362,3.4,3.3,4등급
렉스턴 디젤 2.2 8AT 2WD EU6e 7인승 ISG,케이지모빌리티 주식회사,승용차,다목적형,11.4,,10.2,13.2,4등급
렉스턴 디젤 2.2 8AT 2WD EU6e 7인승,케이지모빌리티 주식회사,승용차,다목적형,10.8,,9.5,12.8,4등급
렉스턴 디젤 2.2 8AT 4WD EU6e 7인승 ISG,케이지모빌리티 주식회사,승용차,다목적형,11,,9.8,12.7,4등급
렉스턴 디젤 2.2 8AT 4WD EU6e 7인승,케이지모빌리티 주식회사,승용차,다목적형,10.5,,9.3,12.4,4등급
"G80(PE) 2.5T-GDI RWD 20""",현대자동차㈜,승용차,일반형,10,,8.6,12.5,4등급
"G80(PE) 2.5T-GDI AWD 20""",현대자동차㈜,승용차,일반형,9.5,,8.1,12,4등급
Mercedes-Benz GLB 250 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.5,,9.5,12,4등급
타이칸 크로스 투리스모 4S (5인승),포르쉐코리아 주식회사,승용차,일반형,3.9,451,4,3.8,4등급
타이칸 크로스 투리스모 (5인승),포르쉐코리아 주식회사,승용차,일반형,3.8,443,3.9,3.7,4등급
렉서스 LM500h ROYAL,한국토요타자동차㈜,승용차,기타형,10.1,,9.7,10.7,4등급
Mercedes-Benz G 450 d,메르세데스-벤츠코리아(주),승용차,다목적형,10,,9.5,10.8,4등급
K8(GL3 PE) 3.5 GDI 19인치,기아 주식회사,승용차,일반형,9.9,,8.3,12.9,4등급
K8(GL3 PE) 3.5 GDI 18인치,기아 주식회사,승용차,일반형,10.1,,8.4,13.2,4등급
K8(GL3 PE) 2.5 GDI 19인치,기아 주식회사,승용차,일반형,11.3,,9.7,14.1,4등급
렉서스 LM500h Executive,한국토요타자동차㈜,승용차,기타형,10.1,,9.7,10.7,4등급
렉스턴 디젤 2.2 8AT 2WD EU6e 5인승 ISG,케이지모빌리티 주식회사,승용차,다목적형,11.4,,10.2,13.2,4등급
렉스턴 디젤 2.2 8AT 2WD EU6e 5인승,케이지모빌리티 주식회사,승용차,다목적형,10.8,,9.5,12.8,4등급
렉스턴 디젤 2.2 8AT 4WD EU6e 5인승,케이지모빌리티 주식회사,승용차,다목적형,10.5,,9.3,12.4,4등급
렉스턴 디젤 2.2 8AT 4WD EU6e 5인승 ISG,케이지모빌리티 주식회사,승용차,다목적형,11,,9.8,12.7,4등급
A3 40 TFSI quattro,폭스바겐그룹코리아 주식회사,승용차,일반형,11.3,,9.7,14.1,4등급
무쏘 칸 디젤 2.2 6AT 4WD EU6e,케이지모빌리티 주식회사,화물차,화물,10.1,,9.4,10.9,4등급
무쏘 칸 디젤 2.2 6AT 2WD EU6e,케이지모빌리티 주식회사,화물차,화물,10.2,,9.3,11.4,4등급
무쏘 스포츠 디젤 2.2 6AT 4WD EU6e,케이지모빌리티 주식회사,화물차,화물,10.3,,9.6,11.3,4등급
무쏘 스포츠 디젤 2.2 6AT 2WD EU6e,케이지모빌리티 주식회사,화물차,화물,10.3,,9.4,11.6,4등급
BMW i4 M50 xDrive,BMW코리아㈜,승용차,일반형,4.1,387,4,4.1,4등급
타이칸 터보 GT 바이작 패키지,포르쉐코리아 주식회사,승용차,일반형,3.6,426,3.9,3.4,4등급
타이칸 터보 (5인승),포르쉐코리아 주식회사,승용차,일반형,3.7,430,3.7,3.6,4등급
액티언 가솔린 1.5  AT 4WD 저공해3종,케이지모빌리티 주식회사,승용차,기타형,10.1,,9.1,11.5,4등급
액티언 가솔린 1.5  AT 2WD 저공해3종,케이지모빌리티 주식회사,승용차,기타형,11,,10,12.5,4등급
Mercedes-Benz E 300 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,11.1,,9.6,13.6,4등급
K8(GL3 PE) 3.5 GDI 20인치,기아 주식회사,승용차,일반형,9.9,,8.3,12.9,4등급
K8(GL3 PE) 2.5 GDI 20인치,기아 주식회사,승용차,일반형,11.3,,9.7,14.1,4등급
콜레오스 4WD_EAL_20”,르노코리아 주식회사,승용차,다목적형,9.8,,8.5,11.9,4등급
콜레오스 2WD_E2/EAL/E4_19”/20”,르노코리아 주식회사,승용차,다목적형,11.1,,9.8,13.1,4등급
EMIRA,로터스카스코리아 주식회사,승용차,일반형,9.5,,8.3,11.6,4등급
Mercedes-Benz S 500 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,9.7,,8.4,11.7,4등급
Mercedes-Benz S 450 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,9.9,,8.6,12.1,4등급
타이칸 터보,포르쉐코리아 주식회사,승용차,일반형,3.7,430,3.7,3.6,4등급
Q6 e-tron quattro,폭스바겐그룹코리아 주식회사,승용차,다목적형,3.8,400,4.1,3.5,4등급
볼보 XC60B6 AWD,㈜볼보자동차코리아,승용차,다목적형,9.9,,8.8,11.5,4등급
볼보 XC90B6 AWD,㈜볼보자동차코리아,승용차,다목적형,9.5,,8.4,11.3,4등급
볼보 XC40B4 AWD,㈜볼보자동차코리아,승용차,다목적형,10.3,,9.2,12.2,4등급
볼보 V60CCB5 AWD,㈜볼보자동차코리아,승용차,다목적형,9.9,,8.7,11.9,4등급
Mercedes-Benz CLE 450 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,일반형,10.9,,9.4,13.6,4등급
Mercedes-Benz E 450 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,10.5,,9,13.1,4등급
Mercedes-Benz GLC 300 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,10.6,,9.4,12.6,4등급
Mercedes-Benz GLC 300 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10.6,,9.6,12.3,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 7인 18인치 25MY,기아 주식회사,승용차,다목적형,9.8,,8.7,11.7,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 6인 18인치 25MY,기아 주식회사,승용차,다목적형,9.8,,8.7,11.7,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 4WD 5인 18인치 25MY,기아 주식회사,승용차,다목적형,9.9,,8.8,11.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 7인 20인치 25MY,기아 주식회사,승용차,다목적형,10.1,,9,11.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 6인 20인치 25MY,기아 주식회사,승용차,다목적형,10.1,,9,11.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 5인 20인치 25MY,기아 주식회사,승용차,다목적형,10.1,,9,11.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 7인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,10.6,,9.3,12.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 6인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,10.6,,9.3,12.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 5인 18인치 빌트인캠 유 25MY,기아 주식회사,승용차,다목적형,10.6,,9.3,12.8,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 7인 18인치 빌트인캠 무 25MY,기아 주식회사,승용차,다목적형,10.8,,9.4,13,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 6인 18인치 빌트인캠 무 25MY,기아 주식회사,승용차,다목적형,10.8,,9.4,13,4등급
쏘렌토(MQ4 PE) 2.5T-GDI 2WD 5인 18인치 빌트인캠 무 25MY,기아 주식회사,승용차,다목적형,10.8,,9.4,13,4등급
볼보 XC60B5 AWD,㈜볼보자동차코리아,승용차,다목적형,10.1,,9.1,11.8,4등급
타이칸 크로스 투리스모 터보(5 인승),포르쉐코리아 주식회사,승용차,일반형,3.6,406,3.7,3.5,4등급
EV9 GTL 4WD 21인치 6인 (25MY),기아 주식회사,승용차,다목적형,3.8,443,4.1,3.4,4등급
EV9 GTL 4WD 21인치 7인 (25MY),기아 주식회사,승용차,다목적형,3.8,443,4.1,3.4,4등급
EV9 4WD 19인치 7인 (25MY),기아 주식회사,승용차,다목적형,3.8,445,4.2,3.3,4등급
BMW M340i xDrive Touring,BMW코리아㈜,승용차,일반형,10.8,,9.8,12.5,4등급
SQ6 e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,3.8,412,4.1,3.6,4등급
EV9 2WD 20인치 6인 (25MY),기아 주식회사,승용차,다목적형,4.1,480,4.6,3.5,4등급
EV9 2WD 20인치 7인 (25MY),기아 주식회사,승용차,다목적형,4.1,480,4.6,3.5,4등급
EV9 4WD 19인치 6인 (25MY),기아 주식회사,승용차,다목적형,3.8,445,4.2,3.3,4등급
EV9 4WD 21인치 6인 (25MY),기아 주식회사,승용차,다목적형,3.9,454,4.3,3.4,4등급
EV9 4WD 21인치 7인 (25MY),기아 주식회사,승용차,다목적형,3.9,454,4.3,3.4,4등급
BMW X3 20 xDrive,BMW코리아㈜,승용차,다목적형,10.9,,10,12.4,4등급
EV6 GT 개조차,기아 주식회사,승용차,다목적형,3.8,355,3.9,3.6,4등급
S e-tron GT,폭스바겐그룹코리아 주식회사,승용차,일반형,3.7,420,3.8,3.7,4등급
ELETRE S,로터스카스코리아 주식회사,승용차,다목적형,3.5,448,3.6,3.4,4등급
RS e-tron GT performance,폭스바겐그룹코리아 주식회사,승용차,일반형,3.4,384,3.4,3.3,4등급
ELETRE S,로터스카스코리아 주식회사,승용차,다목적형,3.5,448,3.6,3.4,4등급
Mercedes-Benz GLE 450 d 4MATIC Coupe,메르세데스-벤츠코리아(주),승용차,다목적형,11,,10.1,12.3,4등급
디펜더 110 D300,(주)재규어랜드로버코리아,승용차,다목적형,10,,9.2,11.1,4등급
디펜더 130 D300,(주)재규어랜드로버코리아,승용차,다목적형,10.4,,9.4,11.9,4등급
디스커버리 D350,(주)재규어랜드로버코리아,승용차,다목적형,10.1,,9.6,10.8,4등급
Mercedes-Benz CLE 200 Cabriolet,메르세데스-벤츠코리아(주),승용차,일반형,11.2,,9.5,14.3,4등급
마칸 터보,포르쉐코리아 주식회사,승용차,다목적형,4,429,4.4,3.7,4등급
마칸 4S,포르쉐코리아 주식회사,승용차,다목적형,4.1,450,4.6,3.7,4등급
Mercedes-Benz CLE 450 4MATIC Cabriolet,메르세데스-벤츠코리아(주),승용차,일반형,10.7,,9.2,13.4,4등급
볼보 S90B6 AWD,㈜볼보자동차코리아,승용차,일반형,10.4,,9,12.9,4등급
볼보 S90B5,㈜볼보자동차코리아,승용차,일반형,11.5,,10,14.2,4등급
"스포티지(NQ5) PE 1.6T-GDI 2WD 8AT 19인치	",기아 주식회사,승용차,다목적형,11.5,,10.4,13.1,4등급
"스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 19인치	",기아 주식회사,승용차,다목적형,10.5,,9.5,12,4등급
"스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 18인치	",기아 주식회사,승용차,다목적형,10.7,,9.7,12.2,4등급
스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 17인치 빌트인캠 유,기아 주식회사,승용차,다목적형,11.1,,10,12.7,4등급
볼보 V90CCB5 AWD,㈜볼보자동차코리아,승용차,다목적형,11,,9.7,13,4등급
Q6 e-tron,폭스바겐그룹코리아 주식회사,승용차,다목적형,4.1,346,4.5,3.7,4등급
K5(DL3) PE 2.0LPI 6AT 18인치 (25MY),기아 주식회사,승용차,일반형,9.5,,8.2,11.5,4등급
K5(DL3) PE 2.0LPI 6AT 17인치 (25MY),기아 주식회사,승용차,일반형,9.8,,8.5,11.8,4등급
스포티지(NQ5) PE 1.6T-GDI 4WD 8AT 17인치 빌트인캠 무,기아 주식회사,승용차,다목적형,11.1,,10,12.7,4등급
아이오닉9(ME1) 성능형 AWD,현대자동차㈜,승용차,다목적형,4.1,501,4.4,3.7,4등급
아이오닉9(ME1) 항속형 AWD,현대자동차㈜,승용차,다목적형,4.1,503,4.5,3.7,4등급
디스커버리 D250,(주)재규어랜드로버코리아,승용차,다목적형,10.1,,9.6,10.8,4등급
Mercedes-Benz GLS 450 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10,,9.1,11.4,4등급
Mercedes-Benz C300 4MATIC,메르세데스-벤츠코리아(주),승용차,일반형,11.3,,9.9,13.7,4등급
디펜더 110 D250,(주)재규어랜드로버코리아,승용차,다목적형,10,,9.2,11.1,4등급
타이칸 터보 GT ,포르쉐코리아 주식회사,승용차,일반형,3.7,419,3.9,3.4,4등급
Mercedes-Benz GLS 450 d 4MATIC,메르세데스-벤츠코리아(주),승용차,다목적형,10,,9.1,11.4,4등급
BMW M235 xDrive Gran Coupe,BMW코리아㈜,승용차,일반형,10.6,,9.3,12.8,4등급
BMW X3 M50 xDrive,BMW코리아㈜,승용차,다목적형,10.6,,9.7,11.9,4등급
Maserati GranCabrio Folgore,스텔란티스코리아 주식회사,승용차,일반형,3.6,321,3.6,3.6,4등급
타이칸 GTS (5인승),포르쉐코리아 주식회사,승용차,일반형,3.7,425,3.7,3.6,4등급
